,title,company,location,link,description,skills
109,NAIL CARE TECHNICIAN,PT Nails Ltd.,"Langley, BC",https://ca.indeed.com/rc/clk?jk=5a433e3565b3b79d&fccid=7ff2c958d99dc124&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h3 class=""jobSectionHeader""><b>JOB REQUIREMENTS</b></h3>
<div>
<div>
<h3 class=""jobSectionHeader""><b> Education</b></h3>
<div>
<div>
<ul>
<li> Secondary (high) school graduation certificate </li>
</ul>
</div>
</div>
</div>
<div></div>
<div>
<h3 class=""jobSectionHeader""><b>Experience</b></h3>
<div></div>
<div>
<div>
<ul>
<li> Experience an asset </li>
</ul>
</div>
</div>
</div>
<div></div>
<div>
<div>
<div>
<h3 class=""jobSectionHeader""><b>Esthetics Skills</b></h3>
<ul>
<li> Pedicures </li>
<li>Manicures </li>
</ul>
</div>
</div>
</div>
<div></div>
<div>
<div>
<div>
<h3 class=""jobSectionHeader""><b>Area of Work Experience</b></h3>
<ul>
<li> Pedicurist </li>
<li>Manicurist </li>
</ul>
</div>
</div>
</div>
<div>
<div>
<div>
<h3 class=""jobSectionHeader""><b>Additional Skills</b></h3>
<ul>
<li> Schedule and confirm appointments </li>
<li>Own clientele </li>
</ul>
</div>
</div>
</div>
<div>
<div>
<div>
<h3 class=""jobSectionHeader""><b>Work Conditions and Physical Capabilities</b></h3>
<ul>
<li> Repetitive tasks </li>
<li>Attention to detail </li>
<li>Hand-eye co-ordination </li>
<li>Combination of sitting, standing, walking </li>
</ul>
</div>
</div>
</div>
<div>
<div>
<div>
<h3 class=""jobSectionHeader""><b>Manicurists and Pedicurists Skills</b></h3>
<ul>
<li> Clean, trim and polish nails </li>
<li>Provide gel and acrylic nail extensions </li>
<li>Nail art technics </li>
</ul>
</div>
</div>
</div>
<div>
<div>
<div>
<h3 class=""jobSectionHeader""><b>Personal Suitability</b></h3>
<ul>
<li> Flexibility </li>
<li>Client focus </li>
<li>Judgement </li>
<li>Reliability </li>
<li>Organized </li>
</ul>
</div>
</div>
</div>
<div>
<h3 class=""jobSectionHeader""><b>HOW TO APPLY</b></h3>
<div>
<div>
<b> By email: </b>
</div>
<div>
      ptnailsltd@outlook.com
     </div>
</div>
<div>
<div>
<b> By mail: </b>
</div>
<div>
<div>
       Room 142
       <br/> 19653 Willowbrook Dr
       <br/> Langley
       <br/> British Columbia
       <br/> V2Y 1A5
      </div>
</div>
</div>
</div>
</div>
</div>
</div>","['Organized', 'Own clientele', 'Clean, trim and polish nails', 'Experience an asset', 'Repetitive tasks', 'Secondary (high) school graduation certificate', 'Provide gel and acrylic nail extensions']"
110,nail care technician,"Regal Nails, Salon & Spa","Victoria, BC",https://ca.indeed.com/rc/clk?jk=50d4f51c21b02ec0&fccid=dd616958bd9ddc12&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Perform cashiering duties</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Noisy</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Are you currently legally able to work in Canada?</li>
<li> Do you have previous experience in this field of employment?</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'or equivalent experience', 'Do you have previous experience in this field of employment?', 'Provide gel and acrylic nail extensions']"
111,nail care technician,Trinh Le,"Vernon, BC",https://ca.indeed.com/rc/clk?jk=bd2db37e0878bffc&fccid=4c632ad14b461ad6&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
112,nail care technician,Regal Nail Salon & Spa Ltd.,"Grande Prairie, AB",https://ca.indeed.com/rc/clk?jk=a32bb5e7f6ae7239&fccid=a7dfd78e22a6cd26&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Perform cashiering duties</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Department store</li></ul><h2 class=""jobSectionHeader""><b>
Work Site Environment</b></h2><ul><li>
Noisy</li><li>
Odours</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Team player</li><li>
Client focus</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Screening questions</b></h2><ul><li>
Are you currently legally able to work in Canada?</li><li>
Do you have previous experience in this field of employment?</li><li>
Are you available for the advertised start date?</li></ul></div></div>","['Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'Schedule and confirm appointments', 'Repetitive tasks', 'Do you have previous experience in this field of employment?', 'Are you available for the advertised start date?', 'Organized', 'Perform cashiering duties', 'Provide gel and acrylic nail extensions']"
113,newnail care technician,Beauty Nails & Spa,"Grande Prairie, AB",https://ca.indeed.com/rc/clk?jk=8b70901ffc17b8d4&fccid=53c86c93b8e512d1&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Team player</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
114,newnail care technician,Trang Hoang VO,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=03754642341bb020&fccid=47d2a22fb474741f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
115,nail care technician,Polished Perfect Mayfair,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=54d91cdbdba28af6&fccid=3029f8d72254426c&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Skin peels</li>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Perform cashiering duties</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Noisy</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Team player</li>
<li> Client focus</li>
</ul>
</div>
</div>","['or equivalent experience', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
116,Nail Teachnician and Lash Applicator,Atlantis Esthetics and Eatery,"Southampton, ON",https://ca.indeed.com/company/Angelic-Nails-and-Spa/jobs/Nail-Teachnician-Lash-Applicator-48d6f08b3469d1a1?fccid=5720f7288c2f9690&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>6 permanent, full-time <b>Nails and Lashes Applicator</b>, (days, evenings, weekends, overtime) to start as soon as possible.</p>
<p><b>Job requirements: </b>Languages: English. Education: Secondary (high) school graduation certificate. Experience: 1 years to less than 2 years. Work Conditions and Physical Capabilities: Repetitive tasks, Manual dexterity, Attention to detail, Hand-eye co-ordination. Relocation costs not covered by employer. Willing to relocate. Work Site Environment: Odours. Personal Suitability: Flexibility, Interpersonal awareness, Judgement, Organized, Accurate, Dependability, lnitiative, Team player Reliability, Effective interpersonal skills, Client focus. Additional Skills: Schedule and confirm appointments, Perform cashiering duties. Area of Work Experience: Manicurist, Pedicurist, Nail and lashes applicator.</p>
<p>Esthetics Skills: Foot massage, Manicures, Pedicures, Waxing, Eyelash extensions. Work Setting: Esthetician's salon, Beauty shop or aesthetic service. Manicurists and Pedicurists Skills: Clean, trim and polish nails, Provide gel and acrylic nail extensions, Nail art technics. <b>Apply by </b>email or in person at 170 High Street, Southampton, ON, N0H 2L0 from 10:00 to 16:00. Do not apply if you are not legally allowed to work in Canada. Your application must include references attesting experience, letter of recommendation and cover letter.</p>
<p>Job Types: Full-time, Permanent</p>
<p>Salary: $33,280.00-$37,440.00 per year</p>
<p>Job Types: Full-time, Permanent</p>
<p>Salary: $33,280.00-$37,440.00 per year</p>
<p>Additional pay:</p>
<ul>
<li>Tips</li>
</ul>
<p>Schedule:</p>
<ul>
<li>Holidays</li>
<li>Monday to Friday</li>
<li>Weekend availability</li>
</ul>
<p>Experience:</p>
<ul>
<li>Nail Technicians: 1 year (preferred)</li>
</ul>
</div>","['Additional pay:', 'Nail Technicians: 1 year (preferred)', 'Experience:']"
117,nail care technician,PRINCESS NAILS,"Charlottetown, PE",https://ca.indeed.com/rc/clk?jk=144439ba3976f93c&fccid=93868e99fc2913c5&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Cosmetics/Cosmetology Skills</b></h2>
<ul>
<li> Provide general information to customers on beauty products</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Sell establishments products</li>
<li> Schedule and confirm appointments</li>
<li> Provide product demonstrations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Location Information</b></h2>
<ul>
<li> Willing to relocate</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Are you currently legally able to work in Canada?</li>
<li> Are you willing to relocate for this position?</li>
<li> What is your current level of study?</li>
<li> What is your current field of study?</li>
<li> What is the highest level of study you have completed?</li>
<li> Do you have previous experience in this field of employment?</li>
<li> Do you have the above-indicated required certifications?</li>
<li> Are you available for the advertised start date?</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Effective interpersonal skills', 'Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'Willing to relocate', 'Do you have the above-indicated required certifications?', 'or equivalent experience', 'Do you have previous experience in this field of employment?', 'Are you available for the advertised start date?', 'Excellent oral communication', 'Are you willing to relocate for this position?', 'Organized', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
118,nail care technician,VIP Nails,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=fbfab3487d96b886&fccid=80d6d204c98b7010&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Specific Skills</b></h2><ul><li>
Ensure health and safety regulations are followed</li><li>
Clean work area</li><li>
Ensure hygiene and sanitation practices conform to policies and regulations</li></ul><h2 class=""jobSectionHeader""><b>
Security and Safety</b></h2><ul><li>
Criminal record check</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Manual dexterity</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Effective interpersonal skills</li><li>
Flexibility</li><li>
Client focus</li><li>
Dependability</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Financial benefits</b></h2><ul><li>
Gratuities</li></ul></div></div>","['Effective interpersonal skills', 'Criminal record check', 'Clean, trim and polish nails', 'Repetitive tasks', 'Ensure health and safety regulations are followed', 'Clean work area', 'Organized', 'Ensure hygiene and sanitation practices conform to policies and regulations', 'Provide gel and acrylic nail extensions']"
119,nail care technician,NGUYEN HOANG THI KIM,"Delta, BC",https://ca.indeed.com/rc/clk?jk=34a3a1ff6d592f99&fccid=ec2b38533669fb77&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Own clientele</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Client focus</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Clean, trim and polish nails', 'Own clientele', 'Schedule and confirm appointments', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
120,nail care technician,Pink Rose Nail Spa Limited,"Regina, SK",https://ca.indeed.com/rc/clk?jk=886d90ca74136519&fccid=1eec844460b3ff34&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Are you currently legally able to work in Canada?</li>
<li> Do you have previous experience in this field of employment?</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'Repetitive tasks', 'Do you have previous experience in this field of employment?', 'Provide gel and acrylic nail extensions']"
121,nail care technician,Dao Lieu Thi Ngoc,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=c5357cd9652ad105&fccid=36c4777e2e0d203b&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
122,nail care technician,Bridgeview Beauty Ltd,"Miramichi, NB",https://ca.indeed.com/rc/clk?jk=3a10c91498ea99e9&fccid=fa64746d5dc91868&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Waxing</li><li>
Relaxation massage</li><li>
Pedicures</li><li>
Manicures</li><li>
Foot massage</li><li>
Eyebrow tinting</li><li>
Facials</li><li>
Exfoliation treatments</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li><li>
Esthetician</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Team player</li><li>
Excellent oral communication</li><li>
Client focus</li><li>
Dependability</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Financial benefits</b></h2><ul><li>
Commission</li></ul><h2 class=""jobSectionHeader""><b>
Other benefits</b></h2><ul><li>
Free parking available</li></ul><h2 class=""jobSectionHeader""><b>
Screening questions</b></h2><ul><li>
Are you currently legally able to work in Canada?</li><li>
Are you currently a student?</li><li>
Do you have previous experience in this field of employment?</li><li>
Are you available for the advertised start date?</li></ul></div></div>","['Clean, trim and polish nails', 'Free parking available', 'Are you currently legally able to work in Canada?', 'Do you have previous experience in this field of employment?', 'Are you available for the advertised start date?', 'Excellent oral communication', 'Waxing', 'Are you currently a student?', 'Organized', 'Provide gel and acrylic nail extensions']"
123,newnail care technician,At Hang's,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=8334dddc44fd5e5b&fccid=c442bdb486c6c596&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Cosmetics/Cosmetology Skills</b></h2>
<ul>
<li> Provide general information to customers on beauty products</li>
</ul>
<h2 class=""jobSectionHeader""><b> Credentials (certificates, licences, memberships, courses, etc.)</b></h2>
<ul>
<li> Manicurist's provincial licence</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Waxing</li>
<li> Skin care</li>
<li> Relaxation massage</li>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
<li> Eyebrow tinting</li>
<li> Eyelash extensions</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Sell establishments products</li>
<li> Schedule and confirm appointments</li>
<li> Perform cashiering duties</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Security and Safety</b></h2>
<ul>
<li> Criminal record check</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Interpersonal awareness</li>
<li> Dependability</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
<h2 class=""jobSectionHeader""><b> Financial benefits</b></h2>
<ul>
<li> Bonus</li>
<li> Commission</li>
</ul>
<h2 class=""jobSectionHeader""><b> Long term benefits</b></h2>
<ul>
<li> Other benefits</li>
</ul>
<h2 class=""jobSectionHeader""><b> Other benefits</b></h2>
<ul>
<li> Free parking available</li>
<li> Learning/training paid by employer</li>
<li> Paid time off (volunteering or personal days)</li>
<li> Team building opportunities</li>
<li> Parking available</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Are you currently legally able to work in Canada?</li>
<li> Are you currently a student?</li>
<li> What is the highest level of study you have completed?</li>
<li> Do you have previous experience in this field of employment?</li>
<li> Do you have the above-indicated required certifications?</li>
<li> Are you available for the advertised start date?</li>
</ul>
</div>
</div>","['Own clientele', 'Do you have the above-indicated required certifications?', 'Are you available for the advertised start date?', 'Other benefits', 'Effective interpersonal skills', 'Are you currently legally able to work in Canada?', 'or equivalent experience', 'Interpersonal awareness', 'Excellent oral communication', 'Waxing', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions', 'Criminal record check', 'Repetitive tasks', 'Do you have previous experience in this field of employment?', 'Paid time off (volunteering or personal days)', 'Are you currently a student?', 'Organized', 'Provide general information to customers on beauty products']"
